Points_0,Points_1,Points_2
1.48879,2.58867,0.538608
1.4797,2.50724,0.408485
1.47444,2.51268,0.464609
1.47715,2.53818,0.518978
1.48025,2.56211,0.557241
1.48222,2.46055,0.469828
1.48493,2.49092,0.531705
1.47589,2.52315,0.573031
1.47121,2.57087,0.604668
1.47088,2.58838,0.619232
1.47881,2.62098,0.62025
1.52396,2.44215,0.237671
1.54411,2.47458,0.238989
1.54554,2.50944,0.349037
1.578,2.51315,0.345444
1.52964,2.48863,0.342707
1.49173,2.46278,0.409075
1.76911,2.49723,0.270404
1.46638,2.62254,0.636076
1.44794,2.42336,0.209341
1.34572,2.64027,0.104979
-1.66781,0.827741,0.291157
-1.79851,0.9058,-0.281508
-1.78748,1.09099,-0.343729
1.51407,2.74962,-0.146699
2.19529,2.04589,0.137671
-1.90016,1.68762,-0.147074
-1.90761,1.70005,0.00213184
-1.90416,1.80917,0.00213183
-1.91407,1.89284,0.00213187
-1.90015,1.68762,0.151338
-1.97178,1.18361,0.0456798
-1.96232,1.36022,0.0363257
-1.97261,1.26827,0.0412144
0.588417,0.215459,-0.469025
0.614866,0.221521,-0.429374
0.63573,0.212003,-0.389727
-1.61505,0.19252,-0.53166
-1.5859,0.198581,-0.492009
-1.56291,0.189064,-0.452363
0.588421,0.215459,0.47327
0.526712,0.218281,0.471666
0.61487,0.221521,0.433619
0.635732,0.212003,0.393973
0.622565,0.209606,0.354895
-1.61504,0.19252,0.535922
-1.68305,0.195336,0.534322
-1.58589,0.198581,0.496271
-1.5629,0.189064,0.456624
-1.57741,0.186666,0.417551
2.24671,2.0535,0.00253658
2.25808,2.04816,-0.0334041
2.24965,2.0381,-0.0544351
2.19626,2.0255,-0.0907754
2.15989,2.02235,-0.0983701
2.11528,2.02315,-0.105392
2.25809,2.04816,0.0376369
2.24966,2.0381,0.0586681
2.19627,2.0255,0.0950088
2.1599,2.02235,0.102604
2.11529,2.02315,0.109626
1.57318,2.74302,-0.205481
1.60126,2.71922,-0.212419
1.61718,2.6832,-0.216272
1.61677,2.63618,-0.23293
1.50703,2.64818,-0.269734
1.55996,2.6301,-0.252454
1.46751,2.72201,-0.237435
1.47531,2.68677,-0.249157
1.48817,2.74012,-0.215911
1.5206,2.76016,0.218963
1.57319,2.74302,0.209719
1.60127,2.71922,0.216657
1.61719,2.6832,0.22051
1.61678,2.63618,0.237168
1.55997,2.6301,0.256692
1.50704,2.64818,0.273971
1.47532,2.68677,0.253394
1.46752,2.72201,0.241673
1.48818,2.74012,0.220148
1.52059,2.76016,-0.214725
-1.99061,1.3572,0.0398126
-1.98569,1.22002,0.0448687
-1.98759,1.09988,0.0511238
-1.95795,1.10056,0.0366299
-1.99199,1.00056,0.046632
-1.94612,1.05561,0.027342
-2.0272,0.916666,0.0380716
-1.92068,0.979962,-0.0438755
-1.96525,0.901485,-0.0486626
-2.05663,0.831783,0.00989508
-2.02935,0.815712,-0.0481642
-2.00748,1.36434,0.0304587
-2.01936,1.25106,0.0458784
-2.03585,1.17063,0.0533898
-2.05407,1.04718,0.0675135
-2.06704,0.947823,0.0678793
-2.11169,0.871523,0.0595835
-2.1522,0.793689,0.0550961
-2.02498,1.37284,0.0266282
-2.06129,1.25902,0.0425019
-2.08282,1.17839,0.0642031
-2.09371,1.08767,0.0745313
-2.11326,0.980297,0.0700836
-2.17298,0.863641,0.0752413
-2.19644,0.755642,0.0705027
-2.05919,1.3259,0.0364628
-2.0953,1.24027,0.0458962
-2.11805,1.14338,0.0622195
-2.16194,1.06158,0.0553607
-2.18612,0.898796,0.0687791
-2.23621,0.770158,0.0804695
-2.07519,1.35791,0.0185968
-2.13613,1.18551,0.0508644
-2.20529,1.06198,0.0329412
-2.20596,0.953888,0.0513098
-2.24148,0.834539,0.0684002
-2.28363,0.756251,0.0872009
-2.09407,1.35861,-0.00421956
-2.15453,1.2172,0.0093312
-2.20802,1.08902,0.0118616
-2.2521,0.920757,0.0272329
-2.29191,0.795796,0.059809
-2.30147,0.714955,0.0857551
-2.07052,1.36587,-0.0619218
-2.12379,1.21678,-0.0723512
-2.2003,1.09153,-0.0437246
-2.21634,0.969422,-0.0620579
-2.251,0.857135,-0.0170818
-2.2756,0.73581,0.0222342
-2.06552,1.338,-0.0697903
-2.09973,1.17884,-0.0964549
-2.15429,1.01558,-0.115634
-2.19396,0.867727,-0.0925797
-2.22533,0.810276,-0.0418952
-2.25991,0.744688,0.0131622
-2.04925,1.26865,-0.0847823
-2.06876,1.12592,-0.125336
-2.10561,0.996823,-0.12378
-2.13717,0.876134,-0.102948
-2.18243,0.806164,-0.0598717
-2.24657,0.737719,0.0131842
-1.99149,1.28173,-0.0637074
-2.00697,1.13977,-0.103883
-2.02578,1.05702,-0.116803
-2.10497,0.912271,-0.119244
-2.09511,0.831453,-0.0793778
-2.13803,0.763767,-0.0160816
-2.18981,0.741968,0.00976332
-1.91514,1.2675,-0.0136888
1.58,2.75634,-0.260966
1.60801,2.73231,-0.263937
1.54371,2.77247,-0.258563
1.60294,2.77749,-0.312237
1.6314,2.75229,-0.303054
1.57876,2.78594,-0.314846
1.62662,2.79142,-0.331694
1.65102,2.76662,-0.326523
1.60621,2.7967,-0.342829
1.6625,2.79744,-0.352196
1.6748,2.78015,-0.341872
1.61582,2.70102,-0.275279
1.63518,2.72046,-0.310368
1.65083,2.73083,-0.333968
1.68276,2.73608,-0.34632
1.71894,2.74884,-0.354061
1.71095,2.78486,-0.350389
1.64615,2.80217,-0.359333
1.70661,2.80608,-0.36036
1.74308,2.75209,-0.353841
1.75127,2.78629,-0.350548
1.70229,2.8157,-0.375594
1.74285,2.80309,-0.36491
1.78359,2.75883,-0.345964
1.78358,2.78982,-0.346956
1.77938,2.80608,-0.357324
1.77481,2.81557,-0.376503
1.90472,2.81976,-0.339391
1.6158,2.66052,-0.275208
1.63075,2.68994,-0.329322
1.56287,2.65481,-0.29877
1.58995,2.67595,-0.349983
1.65877,2.71116,-0.340202
1.61757,2.6946,-0.377208
1.68669,2.71996,-0.347969
1.66594,2.7103,-0.372822
1.72276,2.72918,-0.360197
1.7221,2.72777,-0.388545
1.75443,2.73561,-0.384169
1.7468,2.73377,-0.363927
1.79897,2.74663,-0.380096
1.78721,2.74089,-0.360154
1.64093,2.7262,-0.411212
1.71344,2.73011,-0.412517
1.75802,2.74531,-0.407506
1.57696,2.71625,-0.390436
1.53737,2.70116,-0.358606
1.50651,2.66647,-0.292352
1.81078,2.75538,-0.391597
1.74559,2.76939,-0.417045
1.7984,2.7759,-0.405328
1.69292,2.76429,-0.42899
1.62456,2.75944,-0.419737
1.57282,2.74474,-0.391574
1.52937,2.72929,-0.355701
1.48267,2.69382,-0.281018
1.52534,2.7653,-0.352121
1.57273,2.77759,-0.396528
1.62465,2.7915,-0.416638
1.69695,2.79713,-0.434041
1.48258,2.73077,-0.285576
1.75347,2.7933,-0.426915
1.80226,2.8032,-0.410772
1.69335,2.81525,-0.411948
1.62535,2.8049,-0.386972
1.57766,2.79865,-0.362229
1.54206,2.78752,-0.330107
1.49914,2.76561,-0.27047
1.73855,2.81596,-0.379611
1.74572,2.81516,-0.41239
1.78641,2.81741,-0.396838
1.54372,2.77247,0.262801
1.58001,2.75634,0.265204
1.57877,2.78594,0.319084
1.60802,2.73231,0.268175
1.60295,2.77749,0.316474
1.60622,2.7967,0.347067
1.65103,2.76662,0.330761
1.63141,2.75229,0.307292
1.62663,2.79142,0.335932
1.64616,2.80217,0.363571
1.67481,2.78015,0.34611
1.61583,2.70102,0.279517
1.63519,2.72046,0.314605
1.65084,2.73083,0.338206
1.68277,2.73608,0.350558
1.71096,2.78486,0.354627
1.66251,2.79744,0.356434
1.70662,2.80608,0.364598
1.7023,2.8157,0.379832
1.71895,2.74884,0.358299
1.75128,2.78629,0.354784
1.74286,2.80309,0.369146
1.73856,2.81596,0.383847
1.74309,2.75209,0.358077
1.78359,2.78982,0.351192
1.77939,2.80608,0.36156
1.77482,2.81557,0.380739
1.90473,2.81976,0.343627
1.7836,2.75883,0.3502
1.61581,2.66052,0.279446
1.56288,2.65481,0.303008
1.63076,2.68994,0.33356
1.58996,2.67595,0.354221
1.65878,2.71116,0.344439
1.61758,2.6946,0.381445
1.6867,2.71996,0.352206
1.66595,2.7103,0.377059
1.72277,2.72918,0.364435
1.72211,2.72777,0.392783
1.74681,2.73377,0.368163
1.75444,2.73561,0.388405
1.78722,2.74089,0.36439
1.71345,2.73011,0.416754
1.75803,2.74531,0.411741
1.79898,2.74663,0.384332
1.81079,2.75538,0.395833
1.57697,2.71625,0.394674
1.53738,2.70116,0.362843
1.50652,2.66647,0.296589
1.79841,2.7759,0.409564
1.7456,2.76939,0.421281
1.69293,2.76429,0.433228
1.62457,2.75944,0.423975
1.64094,2.7262,0.41545
1.57283,2.74474,0.395811
1.52938,2.72929,0.359938
1.48268,2.69382,0.285256
1.57274,2.77759,0.400766
1.52535,2.7653,0.356359
1.62466,2.7915,0.420876
1.69696,2.79713,0.438279
1.48259,2.73077,0.289814
1.75348,2.7933,0.43115
1.80227,2.8032,0.415008
1.62536,2.8049,0.391209
1.69336,2.81525,0.416186
1.57767,2.79865,0.366467
1.54207,2.78752,0.334345
1.49915,2.76561,0.274707
1.74573,2.81516,0.416626
1.78642,2.81741,0.401074
-0.82271,0.85073,-0.318447
-0.882391,0.873634,-0.300859
-0.870983,0.907832,-0.350164
-0.948345,0.870624,-0.314793
-0.822035,0.828654,-0.299894
-0.900099,0.857417,-0.243809
-0.770218,0.821023,-0.336666
-0.700019,0.81621,-0.336641
-0.772546,0.812815,-0.217726
-0.830459,0.822681,-0.206389
-0.917013,0.850139,-0.211326
-0.95773,0.856592,-0.249372
-0.952895,0.84574,-0.152517
-0.961795,0.855045,-0.196413
-0.770403,0.799745,-0.16214
-0.57262,0.787716,-0.168912
-0.575502,0.782982,0.00212692
-0.763124,0.798445,0.00212761
-0.956958,0.843373,0.00212833
-1.72559,0.859387,-0.279349
-1.12737,1.15336,-0.413723
-0.944242,1.01247,-0.397939
-0.983818,1.03216,-0.392062
-0.870027,0.961382,-0.388179
-1.84737,1.46705,-0.293674
-1.66782,0.827741,-0.286896
-0.882389,0.873634,0.305115
-0.822708,0.85073,0.322703
-0.948343,0.870624,0.319049
-0.870981,0.907832,0.35442
-0.822033,0.828654,0.304149
-0.770216,0.821023,0.340922
-0.700017,0.81621,0.340894
-0.590357,0.81446,0.356182
-0.641477,0.823748,0.363186
-0.581099,0.805167,0.250669
-0.772544,0.812815,0.221982
-0.900097,0.857417,0.248065
-0.917011,0.850139,0.215582
-0.830457,0.822681,0.210645
-0.957728,0.856592,0.253628
-0.961793,0.855045,0.200669
-0.952893,0.84574,0.156773
-0.770401,0.799745,0.166396
-0.572618,0.787716,0.173166
-1.27617,1.10566,-0.42588
-1.2373,1.11952,-0.424003
-1.37216,1.01484,-0.424028
-1.29468,1.0188,-0.419933
-1.24188,1.02447,-0.412635
-1.12494,1.04116,-0.401081
-1.09514,1.03759,-0.393468
-1.40749,0.918606,-0.388966
-1.32204,0.923838,-0.385457
-1.24532,0.914537,-0.363444
-1.12531,0.953897,-0.370722
-1.12589,0.919902,-0.340139
-1.08507,0.979759,-0.381099
-1.04355,0.982325,-0.367482
-1.02595,0.91775,-0.32218
-1.07335,0.922476,-0.345309
-0.994203,0.872999,-0.265285
-1.04773,0.900894,-0.264831
-1.01146,0.874242,-0.219044
-1.03652,0.85549,-0.155747
-1.05142,0.848768,0.00212868
-1.13508,0.830444,0.00212899
-1.11932,0.82522,-0.1771
-1.11216,0.868146,-0.265152
-1.44766,0.845079,-0.315995
-1.34105,0.830109,-0.289735
-1.23981,0.83784,-0.287391
-1.17183,0.796686,-0.174888
-1.19514,0.79673,-0.213392
-1.23534,0.804052,-0.242623
-1.27904,0.780473,-0.219554
-1.30116,0.777246,-0.194375
-1.36332,0.777079,-0.205311
-1.4201,0.768677,-0.215679
-1.4291,0.784361,-0.249335
-1.46478,0.795227,-0.266465
-1.50864,0.790387,-0.259866
-1.53189,0.78757,-0.249162
-1.53605,0.774544,-0.222145
-1.52505,0.769581,-0.195084
-1.6166,0.818123,0.00213077
-1.49403,0.763498,-0.176368
-1.51288,0.786402,0.00213038
-1.44542,0.761382,-0.188062
-1.37673,0.77931,0.00212988
-1.28818,0.764296,-0.157646
-1.25098,0.772649,-0.133349
-1.26429,0.792322,0.00212947
-1.19967,0.777722,-0.14962
-1.71744,0.850373,-0.188224
-1.80294,0.898355,-0.191662
-1.85902,0.949031,-0.177005
-1.91006,1.01876,-0.164508
-1.8995,1.01676,-0.248359
-1.94608,1.10068,-0.145011
-1.94238,1.09286,-0.220747
-1.96677,1.18219,-0.139082
-1.95855,1.17792,-0.202713
-1.9624,1.28164,-0.143653
-1.95763,1.27966,-0.194598
-1.93596,1.44879,-0.147078
-1.92686,1.45055,-0.185852
-1.91552,1.57676,-0.149882
-1.89765,1.57415,-0.190599
-1.92146,1.5802,0.00213189
-1.96107,1.28551,0.00213204
-1.96336,1.19469,0.00213205
-1.95092,1.09964,0.002132
-1.89429,1.00082,0.00213179
-1.84826,0.94449,0.00213162
-1.78361,0.893854,0.00213138
-1.71276,0.857518,0.00213112
-1.63846,0.815328,-0.192959
-1.94522,1.4462,0.00213198
-1.89635,1.46327,-0.245092
-1.9154,1.28058,-0.284144
-1.90665,1.16911,-0.295517
-1.88129,1.0828,-0.303033
-1.85732,1.28521,-0.31884
-1.82081,1.17603,-0.335622
-1.19405,0.724697,-0.191343
-1.21058,0.724728,-0.218651
-1.23909,0.729921,-0.239378
-1.27008,0.713201,-0.223019
-1.28576,0.710913,-0.205166
-1.27656,0.701727,-0.179118
-1.25018,0.707651,-0.161887
-1.21379,0.711248,-0.173428
-1.44336,0.704835,-0.220272
-1.44974,0.715956,-0.244138
-1.47505,0.723661,-0.256287
-1.50614,0.720227,-0.251605
-1.52263,0.718231,-0.244018
-1.52558,0.708996,-0.224856
-1.51779,0.705474,-0.205667
-1.49578,0.701163,-0.192391
-1.46132,0.699659,-0.200687
-1.25228,0.666687,-0.160406
-1.21678,0.6702,-0.171665
-1.27801,0.660912,-0.177214
-1.28698,0.669869,-0.202622
-1.27168,0.6721,-0.220039
-1.24146,0.68841,-0.235997
-1.21364,0.683345,-0.215777
-1.19752,0.683314,-0.189139
-1.46707,0.658893,-0.198254
-1.44955,0.66394,-0.217359
-1.50069,0.660357,-0.190165
-1.52215,0.664566,-0.203111
-1.52976,0.668,-0.221827
-1.52688,0.67701,-0.240518
-1.5108,0.678959,-0.247925
-1.48046,0.682309,-0.252491
-1.45578,0.674789,-0.240638
-1.2448,0.648768,-0.196606
-1.48927,0.64369,-0.222966
-1.27616,1.10566,0.43014
-1.23729,1.11952,0.428261
-1.37215,1.01484,0.428288
-1.29467,1.0188,0.424193
-1.24187,1.02447,0.416892
-1.09513,1.03759,0.397726
-1.12493,1.04116,0.405339
-1.40748,0.918606,0.393226
-1.32203,0.923838,0.389717
-1.1253,0.953897,0.37498
-1.24531,0.914537,0.367702
-1.08506,0.979759,0.385357
-1.02594,0.91775,0.326438
-1.04354,0.982325,0.37174
-1.07334,0.922476,0.349567
-1.12588,0.919902,0.344397
-0.994201,0.872999,0.269542
-1.04772,0.900894,0.269088
-1.01145,0.874242,0.223301
-1.03651,0.85549,0.160005
-1.11215,0.868146,0.26941
-1.11931,0.82522,0.181358
-1.44765,0.845079,0.320254
-1.34104,0.830109,0.293995
-1.2398,0.83784,0.291649
-1.17182,0.796686,0.179145
-1.23533,0.804052,0.24688
-1.19513,0.79673,0.21765
-1.27903,0.780473,0.223814
-1.30115,0.777246,0.198635
-1.42909,0.784361,0.253595
-1.42009,0.768677,0.219939
-1.36331,0.777079,0.209571
-1.46477,0.795227,0.270725
-1.50863,0.790387,0.264126
-1.53188,0.78757,0.253424
-1.52504,0.769581,0.199345
-1.53604,0.774544,0.226407
-1.63845,0.815328,0.197221
-1.49402,0.763498,0.180627
-1.44541,0.761382,0.192322
-1.28817,0.764296,0.161906
-1.25097,0.772649,0.137609
-1.19966,0.777722,0.153878
-1.80293,0.898355,0.195926
-1.71743,0.850373,0.192486
-1.85901,0.949031,0.181269
-1.91005,1.01876,0.168772
-1.94607,1.10068,0.149275
-1.89949,1.01676,0.252623
-1.96676,1.18219,0.143346
-1.94237,1.09286,0.22501
-1.96239,1.28164,0.147917
-1.95854,1.17792,0.206977
-1.93595,1.44879,0.151342
-1.95762,1.27966,0.198861
-1.91551,1.57676,0.154146
-1.92685,1.45055,0.190116
-1.89764,1.57415,0.194863
-1.89634,1.46327,0.249356
-1.91539,1.28058,0.288408
-1.90664,1.16911,0.299781
-1.88128,1.0828,0.307297
-1.85731,1.28521,0.323104
-1.8208,1.17603,0.339886
-1.21057,0.724728,0.222909
-1.19404,0.724697,0.195601
-1.23908,0.729921,0.243636
-1.27007,0.713201,0.227278
-1.28575,0.710913,0.209426
-1.27655,0.701727,0.183378
-1.25017,0.707651,0.166147
-1.21378,0.711248,0.177686
-1.44973,0.715956,0.248398
-1.44335,0.704835,0.224532
-1.47504,0.723661,0.260546
-1.50613,0.720227,0.255865
-1.52262,0.718231,0.24828
-1.52557,0.708996,0.229118
-1.51778,0.705474,0.209928
-1.49577,0.701163,0.196651
-1.46131,0.699659,0.204947
-1.21677,0.6702,0.175923
-1.25227,0.666687,0.164666
-1.278,0.660912,0.181474
-1.28697,0.669869,0.206882
-1.27167,0.6721,0.224299
-1.24145,0.68841,0.240255
-1.21363,0.683345,0.220035
-1.19751,0.683314,0.193397
-1.44954,0.66394,0.221618
-1.46706,0.658893,0.202514
-1.50068,0.660357,0.194425
-1.52214,0.664566,0.207372
-1.52975,0.668,0.226089
-1.52687,0.67701,0.24478
-1.51079,0.678959,0.252184
-1.48045,0.682309,0.256751
-1.45577,0.674789,0.244898
-1.24479,0.648768,0.200864
