Points_0,Points_1,Points_2
1.10253,2.42482,-0.127597
1.03158,2.26111,-0.165489
1.12951,2.37419,-0.147847
1.05265,2.13662,-0.201728
1.14701,2.30317,-0.174547
1.06433,2.00328,-0.218337
1.1894,2.20546,-0.198298
1.10445,1.82841,-0.218033
1.21366,2.07056,-0.213631
1.12258,1.72081,-0.203187
1.22731,1.91468,-0.197365
1.13943,1.6762,-0.179797
1.25387,1.81133,-0.170563
1.1477,1.63575,-0.154526
1.26337,1.78286,-0.157542
1.17421,1.56684,-0.111172
1.27814,1.75261,-0.133579
1.20773,1.54952,-0.0805714
1.28945,1.72041,-0.10401
1.19498,1.54079,0.00212038
1.3056,1.6834,-0.0758242
1.30123,2.62082,-0.0640237
1.18274,2.55172,-0.0431332
1.18128,2.55975,0.00212043
1.47733,1.88626,0.00211933
1.39035,1.78472,0.00211966
1.40197,1.79386,-0.0849802
1.4748,1.8797,-0.0796335
1.37288,1.81275,-0.106919
1.36063,1.85038,-0.135395
1.4679,1.89973,-0.130124
1.35513,1.89614,-0.168562
1.45161,1.95542,-0.174561
1.34357,1.97928,-0.201323
1.43989,2.06158,-0.216928
1.31033,2.12558,-0.226511
1.41646,2.17533,-0.235715
1.26768,2.24848,-0.208861
1.3713,2.28657,-0.220415
1.24103,2.35311,-0.17949
1.36951,2.38103,-0.207856
1.21928,2.41839,-0.168196
1.33993,2.47094,-0.193159
1.19205,2.47528,-0.137829
1.31495,2.57597,-0.140284
1.18358,2.53049,-0.0773887
1.30942,2.60212,-0.104525
1.13155,1.43368,-0.0866367
1.12849,1.43761,0.00212062
0.689612,2.4001,0.00212225
0.858843,2.44028,0.00212162
0.855409,2.40915,-0.0718068
0.699085,2.38201,-0.0871817
0.865292,2.34704,-0.127939
0.719309,2.32853,-0.148406
0.88184,2.28153,-0.153409
0.768705,2.25826,-0.184323
0.899335,2.2105,-0.180109
0.784063,2.16937,-0.223723
0.916492,2.08547,-0.215925
0.820911,2.05167,-0.254258
0.957972,1.94856,-0.224923
0.869611,1.91721,-0.269272
1.00765,1.77835,-0.250988
0.936086,1.72311,-0.284979
0.897634,1.81003,-0.287685
1.04081,1.67873,-0.235873
0.9454,1.64066,-0.281082
1.05396,1.61264,-0.199444
0.960017,1.54696,-0.227321
1.06869,1.53548,-0.165453
1.10698,1.47067,-0.119688
1.30327,1.68541,0.00211998
0.83942,1.90627,-0.315513
0.871912,1.77994,-0.312238
0.888452,1.69987,-0.314495
0.867875,1.54601,-0.314504
0.888443,1.62278,-0.314156
0.766563,2.03908,-0.295218
0.752788,2.04302,-0.307517
0.714631,2.15084,-0.26136
0.779438,1.36167,-0.410997
0.801973,1.41681,-0.430428
0.844327,1.441,-0.359052
0.807672,1.51145,-0.427325
0.849616,1.51623,-0.348592
0.826182,1.61714,-0.449621
0.86355,1.62034,-0.379537
0.834786,1.69413,-0.445023
0.862373,1.69978,-0.390896
0.811451,1.80061,-0.421387
0.851547,1.77675,-0.372382
0.79135,1.92886,-0.363927
0.806258,1.92452,-0.337157
0.779025,2.04403,-0.283784
0.596398,2.39159,0.00212259
0.598271,2.37723,-0.0773424
0.620585,2.33238,-0.148533
0.672754,2.21938,-0.23857
0.648187,1.22222,-0.436829
0.692466,1.27469,-0.444552
0.570496,2.36489,-0.0916598
0.582477,2.34314,-0.141938
0.623599,2.25079,-0.225997
0.657171,2.16451,-0.290281
0.693014,2.0732,-0.332348
0.715967,1.948,-0.401344
0.737821,1.83681,-0.455149
0.75827,1.71368,-0.496911
0.760532,1.58781,-0.513706
0.739417,1.49566,-0.499873
0.733792,1.42895,-0.496576
0.709464,1.34232,-0.45767
0.545879,1.3113,-0.523099
0.587923,1.44582,-0.553162
0.455096,2.37755,-0.0761781
0.449312,2.39129,0.00212313
0.59998,1.52052,-0.56126
0.602413,1.57887,-0.568979
0.575925,1.72811,-0.553061
0.550243,1.83659,-0.502341
0.529305,1.96822,-0.446808
0.521512,2.10148,-0.377772
0.477955,2.24259,-0.276567
0.461425,2.31657,-0.175855
0.451186,2.35899,-0.112201
-0.243122,2.3456,-0.0687302
-0.238326,2.3659,0.00212567
-0.0182335,2.37064,0.00212486
-0.237092,2.30667,-0.125123
-0.016431,2.3104,-0.122056
-0.214298,2.26289,-0.187445
-0.021699,2.25479,-0.201441
-0.206968,2.1756,-0.275462
-0.00637241,2.13444,-0.306685
-0.234382,2.10316,-0.359335
0.0362096,2.03745,-0.383157
-0.202265,1.94942,-0.476709
0.0644169,1.93635,-0.438391
-0.104,1.75928,-0.550868
0.0723291,1.77075,-0.52062
-0.104048,1.6686,-0.580191
0.0672642,1.6893,-0.541412
-0.113865,1.59412,-0.595892
0.0771559,1.62209,-0.551617
-0.10262,1.52027,-0.601954
0.0743524,1.55867,-0.559808
-0.100641,1.43092,-0.598806
0.0816081,1.46746,-0.54586
-0.0989746,1.32421,-0.584731
0.0878722,1.3717,-0.500555
-0.109082,1.22289,-0.550568
0.0765391,1.32176,-0.484072
-0.101544,1.10375,-0.4814
0.0726424,1.20884,-0.447418
-0.107803,1.02295,-0.407759
0.0799072,1.13135,-0.403888
-0.104219,0.98232,-0.335056
0.0685344,1.06699,-0.364277
0.0650301,1.03194,-0.318922
0.0606178,0.961836,-0.251862
0.0607459,0.94233,-0.182817
-0.588431,2.35006,-0.0799123
-0.582939,2.37119,0.00212695
-0.442611,2.36773,0.00212643
-0.587514,2.32674,-0.117536
-0.439353,2.34661,-0.0646124
-0.617874,2.30212,-0.193214
-0.459419,2.32047,-0.115385
-0.605218,2.25989,-0.280455
-0.451032,2.29318,-0.16941
-0.639103,2.19085,-0.333357
-0.420854,2.25181,-0.2379
-0.743113,2.13404,-0.367157
-0.426584,2.17874,-0.306477
-0.768888,2.0005,-0.503138
-0.520747,2.0463,-0.42594
-0.673382,1.79638,-0.644697
-0.392488,1.80532,-0.591294
-0.626251,1.68227,-0.696259
-0.339269,1.67533,-0.646862
-0.578322,1.53957,-0.739418
-0.333737,1.60451,-0.669317
-0.576894,1.34657,-0.747873
-0.326684,1.50404,-0.678023
-0.564339,1.20042,-0.723276
-0.337087,1.38182,-0.692724
-0.556479,1.07713,-0.660866
-0.332432,1.23652,-0.664182
-0.572798,0.986433,-0.576667
-0.360036,1.09903,-0.612885
-0.573631,0.944234,-0.512626
-0.373423,1.00948,-0.543325
-0.373582,0.963961,-0.477212
-0.877541,2.37779,-0.0567158
-0.861632,2.39082,0.00212798
-0.723509,2.37672,0.00212747
-0.882853,2.35663,-0.119549
-0.735852,2.3582,-0.0648361
-0.911569,2.33345,-0.224462
-0.762635,2.34273,-0.127043
-0.931727,2.3146,-0.317654
-0.79035,2.31199,-0.236778
-0.960538,2.27904,-0.395849
-0.802829,2.26847,-0.333356
-1.02564,2.22039,-0.460806
-0.833475,2.21702,-0.359169
-1.02625,2.10077,-0.505262
-0.905463,2.12872,-0.415249
-0.982884,1.98897,-0.543974
-0.871019,2.03472,-0.484258
-0.96135,1.8562,-0.593928
-0.847727,1.9594,-0.550733
-0.993926,1.73361,-0.632656
-0.835733,1.79016,-0.640129
-0.998387,1.59257,-0.663932
-0.816597,1.67598,-0.682623
-0.956863,1.29525,-0.682566
-0.806076,1.45225,-0.742953
-0.948342,1.18502,-0.637758
-0.816558,1.2199,-0.717778
-0.959882,1.10608,-0.574916
-0.809531,1.09989,-0.657427
-0.962219,1.05839,-0.488464
-0.783122,1.01437,-0.594439
0.383061,1.22509,-0.530593
0.381262,1.30589,-0.54748
0.300402,2.39048,0.00212368
0.302981,2.37267,-0.0959082
0.312383,2.35156,-0.125173
0.318245,2.31689,-0.17469
0.321688,2.25718,-0.256182
0.327057,2.19145,-0.324552
0.355744,1.94315,-0.468741
0.350666,2.01687,-0.433887
0.376846,1.78849,-0.51467
0.385199,1.70219,-0.532127
0.390193,1.61179,-0.547128
0.391868,1.51964,-0.556265
0.398247,1.42249,-0.567043
0.183754,1.0167,-0.297059
0.24407,1.00699,-0.332333
0.191918,0.959636,-0.252153
0.226694,0.921489,0.00212396
0.197586,0.927634,-0.189417
0.365766,0.916904,0.00212344
0.195713,1.06619,-0.360677
0.210607,1.19381,-0.43941
0.263619,1.35436,-0.485523
0.248041,1.18636,-0.448076
0.20054,1.12477,-0.392199
0.0671428,0.916247,0.00212455
-0.761592,0.968223,-0.513026
-0.943831,2.38331,-0.0568963
-0.937223,2.3998,0.00212826
-0.957227,2.36311,-0.115851
-0.9666,2.34212,-0.231176
-0.987688,2.33293,-0.316194
-1.03916,2.29423,-0.430902
-1.1007,2.21653,-0.48863
-1.10595,2.08102,-0.518685
-1.13844,1.89292,-0.530997
-1.13348,1.80266,-0.546081
-1.13999,1.73002,-0.567513
-1.13303,1.61799,-0.602293
-1.13643,1.4787,-0.615588
-1.15186,1.36483,-0.569096
-1.12764,1.26347,-0.515216
-1.11647,1.18653,-0.472109
-1.08398,2.39188,-0.0514297
-1.08073,2.40856,0.00212879
-1.09745,2.37376,-0.107011
-1.11081,2.36799,-0.189099
-1.19236,2.31612,-0.353337
-1.22162,2.21504,-0.466938
-1.21469,2.10314,-0.501806
-1.22936,1.96062,-0.508696
-1.23664,1.84464,-0.52233
-1.23266,1.78485,-0.542131
-1.19376,1.70594,-0.572949
-1.17811,1.61993,-0.599931
-1.20153,1.48177,-0.604881
-1.23817,1.37138,-0.561069
-1.24551,1.27018,-0.489009
-1.24255,1.21717,-0.451413
-1.23806,1.2021,-0.42291
-1.25842,2.40454,-0.05887
-1.24862,2.41492,0.00212941
-1.26749,2.39229,-0.0989264
-1.28396,2.37607,-0.188803
-1.29922,2.31869,-0.352864
-1.31405,2.20099,-0.474678
-1.35384,2.07174,-0.514121
-1.35481,1.94193,-0.528553
-1.33631,1.84451,-0.543726
-1.29316,1.77143,-0.559005
-1.25437,1.69483,-0.586401
-1.25189,1.61153,-0.620238
-1.30604,1.43774,-0.618047
-1.34515,1.29917,-0.556831
-1.35208,1.19157,-0.495166
-1.35529,1.15122,-0.458381
-1.35851,1.11087,-0.421595
-1.51996,2.44304,-0.0274789
-1.5008,2.44881,0.00213034
-1.53074,2.42813,-0.094319
-1.53327,2.40792,-0.172047
-1.53862,2.37324,-0.264405
-1.53961,2.29832,-0.384006
-1.52526,2.15956,-0.487385
-1.4756,1.97154,-0.549849
-1.45966,1.8927,-0.55755
-1.45297,1.84967,-0.559296
-1.43217,1.7359,-0.578286
-1.41437,1.63773,-0.602341
-1.40615,1.55547,-0.612969
-1.39213,1.41923,-0.604007
-1.4131,1.24076,-0.550863
-1.47316,1.06929,-0.51234
-1.68755,2.47112,-0.0203944
-1.68069,2.48554,0.002131
-1.69838,2.42805,-0.0936879
-1.69734,2.41698,-0.15795
-1.71221,2.39207,-0.247068
-1.7019,2.33382,-0.343676
-1.6769,2.2475,-0.412813
-1.63343,2.08972,-0.494169
-1.58737,1.93646,-0.530827
-1.57185,1.8099,-0.537541
-1.57026,1.71984,-0.543306
-1.52618,1.63709,-0.566762
-1.50957,1.49669,-0.588398
-1.49508,1.37783,-0.590377
-1.49878,1.21172,-0.553812
-1.54326,1.06772,-0.522602
-1.89324,2.34611,-0.137662
-1.88793,2.35272,0.00213177
-1.83729,2.3832,0.00213158
-1.89652,2.30128,-0.223863
-1.82218,2.40123,-0.16542
-1.89028,2.24156,-0.267375
-1.83843,2.36423,-0.242417
-1.87407,2.17092,-0.308538
-1.81347,2.30807,-0.301869
-1.85905,2.09055,-0.334176
-1.78673,2.23467,-0.374304
-1.83127,1.94175,-0.388426
-1.77204,2.13025,-0.399426
-1.79942,1.77063,-0.433222
-1.75073,1.95482,-0.432469
-1.77487,1.68042,-0.462237
-1.71376,1.80486,-0.47607
-1.73477,1.59494,-0.488769
-1.68382,1.70213,-0.511383
-1.70872,1.44686,-0.510272
-1.6516,1.61737,-0.533882
-1.70658,1.30874,-0.500429
-1.62319,1.45091,-0.562795
-1.71795,1.16301,-0.467337
-1.62058,1.33016,-0.563897
-1.73036,1.04801,-0.43913
-1.63666,1.16122,-0.535398
-1.74744,0.982462,-0.422639
-1.65651,1.04578,-0.497572
-1.98814,2.30388,-0.127995
-1.9686,2.30946,0.00213207
-1.97182,2.24978,-0.188929
-1.96594,2.19865,-0.218904
-1.95294,2.12823,-0.250757
-1.94621,2.05075,-0.269055
-1.92108,1.92699,-0.305461
-1.88655,1.78203,-0.371266
-1.85116,1.67318,-0.402656
-1.82522,1.55324,-0.417696
-1.79215,1.41623,-0.431693
-1.767,1.30183,-0.445517
-1.7691,1.17153,-0.421766
-1.78648,1.08426,-0.401343
-1.97701,2.19887,-0.0912052
-1.97703,2.22821,0.0021321
-1.97343,2.16424,-0.117094
-1.97089,2.11326,-0.13753
-1.96056,2.06355,-0.15876
-1.957,2.01446,-0.161299
